LOTID5	PROCESS_ID_LX562150_PROCESS_ID_MAX	ET_TIME_LX562150_TKOUT_TIME_MAX	WAFER_ID	D120_M1_4b_ult_PD_Idsat	D120_M1_4b_ult_PD_Vtsat	D120_M1_4b_ult_PG_Idsat	D120_M1_4b_ult_PG_Vtsat	D120_M1_4b_ult_PU_Idsat	D120_M1_4b_ult_PU_Vtsat	EGN_2/0.15_Vtsat	EGN_2/2_Vtlin	EGN_Tox_inv	EGP_2/0.45_Vtsat	EGP_2/2_Vtlin	EGP_Tox_inv	HVN_AS_10/2.6x1_Vtsat	HVP_S_10/2x1_Vtsat	HVTN_0.21/0.03x7_Vtsat	HVTN_1/1_Vtlin	HVTN_Cov	HVTN_Covdd	HVTP_0.3/0.03x5_Vtsat	HVTP_1/1_Vtlin	HVTP_Cov	HVTP_Covdd	Leff_N	Leff_P	SGN_Tox_inv	SGP_Tox_inv	UMVN_10/10x1_Vtlin	UMVP_10/10x1_Vtlin	date	month	date_lot
S60W9	UXU3	13/07/2017 03:07	19							0.531		36.12			40.296			0.499		0.209	1.055	0.415		0.295	0.979			13.365	16.176			13	7	7/13_S60W9
S60W9	UXU3	13/07/2017 03:12	20							0.531		36.173			40.462			0.506		0.206	1.052	0.41		0.295	0.978			13.4	16.325			13	7	7/13_S60W9
S60W9	UXU3	13/07/2017 03:18	21							0.538		36.484			41.049			0.499		0.21	1.06	0.406		0.297	0.978			13.391	16.158			13	7	7/13_S60W9
S60YH	UXU3	13/07/2017 08:13	6							0.501	0.544	35.819	0.476	0.55	40.561	0.888	1.048	0.475	0.417	0.22	1.117	0.407	0.522	0.291	1.005	26.191	19.702	13.341	16.216	0.892	0.887	13	7	7/13_S60YH
S60YH	UXU3	13/07/2017 09:35	7							0.508	0.543	35.928	0.482	0.552	40.281	0.907	1.049	0.483	0.42	0.216	1.104	0.415	0.527	0.286	0.996	26.027	19.895	13.397	16.267	0.896	0.887	13	7	7/13_S60YH
S60YH	UXU3	13/07/2017 10:58	13							0.508	0.546	36.121	0.479	0.551	40.707	0.884	1.065	0.492	0.42	0.214	1.067	0.397	0.526	0.282	0.97	24.605	18.947	13.345	16.206	0.892	0.887	13	7	7/13_S60YH
S60YH	UXU3	13/07/2017 11:23	18							0.504	0.545	36.181		0.556	40.319			0.479	0.416	0.216		0.412	0.525	0.289				13.348	16.161	0.891	0.884	13	7	7/13_S60YH
S61DP	UXU3	13/07/2017 02:22	13							0.516	0.548	36.368	0.479	0.55	41.003	0.885	1.052	0.485	0.417	0.212	1.047	0.416	0.53	0.283	0.951	24.404	18.11	13.485	16.296	0.919	0.88	13	7	7/13_S61DP
S61DP	UXU3	13/07/2017 02:48	14							0.513	0.55	36.377		0.55	40.651			0.48	0.406	0.211		0.414	0.523	0.285				13.372	16.199	0.916	0.885	13	7	7/13_S61DP
S667P	UXU5	13/07/2017 00:46	13							0.531	0.56	36.252	0.445	0.518	40.351	0.903	1.064	0.483	0.418	0.222	1.082	0.362	0.506	0.29	0.981	24.433	18.89	13.367	16.266	0.928	0.885	13	7	7/13_S667P
S667P	UXU5	13/07/2017 01:11	17							0.523	0.554	35.536		0.515	39.853			0.483	0.417	0.219		0.379	0.505	0.285				13.408	16.311	0.928	0.885	13	7	7/13_S667P
S60HV	UXU3	14/07/2017 07:09	13							0.525	0.553	36.234	0.48	0.551	40.603	0.923	1.069	0.512	0.421	0.203	1.061	0.416	0.523	0.29	0.981	25.347	18.678	13.33	16.135	0.905	0.879	14	7	7/14_S60HV
S60HV	UXU3	14/07/2017 07:34	21							0.52	0.548	35.808		0.554	40.407			0.5	0.418	0.201		0.403	0.53	0.283				13.405	16.186	0.898	0.878	14	7	7/14_S60HV
S65YV	UXU5	15/07/2017 21:33	13							0.52	0.553	35.577	0.451	0.529	39.99	0.906	1.068	0.493	0.425	0.207	1.052	0.369	0.509	0.281	0.965	24.904	18.968	13.43	16.334	0.925	0.887	15	7	7/15_S65YV
S65YV	UXU5	15/07/2017 22:00	19							0.522	0.558	36.234		0.521	40.493			0.491	0.424	0.208		0.374	0.512	0.284				13.469	16.38	0.939	0.885	15	7	7/15_S65YV
S67A8	UXU5	15/07/2017 18:35	13							0.512	0.551	36.063	0.461	0.534	40.314	0.892	1.059	0.479	0.415	0.222	1.098	0.392	0.514	0.29	0.997	25.56	19.832	13.438	16.234	0.895	0.871	15	7	7/15_S67A8
S67A8	UXU5	15/07/2017 19:01	23							0.52	0.554	36.024		0.532	40.315			0.484	0.428	0.216		0.399	0.523	0.279				13.504	16.285	0.896	0.871	15	7	7/15_S67A8
S683P	UXU5	15/07/2017 00:57	1							0.528	0.556	35.989		0.533	40.447			0.505	0.412	0.204	1.045	0.4	0.506	0.277	0.973			13.424	16.205	0.934	0.894	15	7	7/15_S683P
S683P	UXU5	15/07/2017 01:05	2							0.528	0.559	36.318		0.534	40.382			0.51	0.417	0.207	1.042	0.39	0.499	0.274	0.963			13.467	16.36	0.934	0.891	15	7	7/15_S683P
S683P	UXU5	15/07/2017 01:14	3							0.528	0.554	36.012		0.536	40.179			0.507	0.414	0.205	1.041	0.389	0.508	0.272	0.961			13.443	16.247	0.931	0.891	15	7	7/15_S683P
S683P	UXU5	15/07/2017 01:22	4							0.53	0.555	35.952		0.539	40.387			0.506	0.41	0.204	1.05	0.391	0.51	0.272	0.977			13.437	16.258	0.931	0.893	15	7	7/15_S683P
S683P	UXU5	15/07/2017 01:30	5							0.523	0.556	35.829		0.539	40.141			0.51	0.414	0.207	1.049	0.39	0.511	0.274	0.967			13.432	16.179	0.931	0.883	15	7	7/15_S683P
S683P	UXU5	15/07/2017 02:55	13							0.517	0.553	35.888	0.462	0.536	40.353	0.892	1.091	0.5	0.416	0.207	1.056	0.392	0.507	0.276	0.971	25.059	19.747	13.379	16.273	0.922	0.887	15	7	7/15_S683P
S683P	UXU5	15/07/2017 03:20	21							0.533	0.554	36.153		0.538	40.322			0.516	0.419	0.203		0.407	0.514	0.273				13.503	16.254	0.919	0.885	15	7	7/15_S683P
S615Z	UXU3	16/07/2017 18:31	13							0.52	0.55	35.983	0.462	0.533	40.382	0.899	1.041	0.459	0.41	0.212	1.076	0.417	0.511	0.287	0.987	24.545	18.859	13.162	15.972	0.908	0.869	16	7	7/16_S615Z
S615Z	UXU3	16/07/2017 18:56	20							0.515	0.547	35.823		0.534	40.305			0.469	0.41	0.209		0.404	0.51	0.289				13.198	16.031	0.908	0.867	16	7	7/16_S615Z
S6406	UXU6	16/07/2017 21:21	13							0.513	0.551	35.824	0.461	0.536	40.082	0.911	1.065	0.5	0.414	0.209	1.052	0.388	0.522	0.275	0.96	24.65	19.361	13.493	16.356	0.913	0.868	16	7	7/16_S6406
S6406	UXU6	16/07/2017 21:46	17							0.523	0.551	36.268		0.531	40.706			0.484	0.404	0.215		0.37	0.508	0.27				13.466	16.318	0.907	0.87	16	7	7/16_S6406
S64VX	UXU6	16/07/2017 23:32	1							0.532	0.56	35.256		0.522	39.519			0.479	0.412	0.217		0.417	0.531	0.278				13.447	16.298	0.909	0.877	16	7	7/16_S64VX
S61X1	UXU6	17/07/2017 15:29	5							0.516		36.085			40.528			0.489		0.215	1.062	0.39		0.287	0.966			13.359				17	7	7/17_S61X1
S61X1	UXU6	17/07/2017 15:54	6							0.513		36.28			40.48			0.493		0.209	1.036	0.387		0.284	0.955			13.41				17	7	7/17_S61X1
S61X1	UXU6	17/07/2017 17:18	13							0.511	0.558	36.118	0.458	0.529	40.504	0.888	1.08	0.49	0.421	0.213	1.051	0.38	0.525	0.284	0.96	24.305	18.411	13.339	16.224	0.907	0.89	17	7	7/17_S61X1
S61X1	UXU6	17/07/2017 17:41	19							0.515		36.071			40.315			0.498		0.202	1.035	0.394		0.285	0.968			13.355				17	7	7/17_S61X1
S61X1	UXU6	17/07/2017 18:06	21							0.516	0.564	36.653		0.532	40.822			0.492	0.42	0.206		0.38	0.53	0.286				13.405	16.249	0.899	0.89	17	7	7/17_S61X1
S64RZ	UXU6	17/07/2017 03:44	13							0.52	0.557	35.815	0.462	0.539	40.054	0.847	1.097	0.519	0.422	0.202	1.04	0.416	0.529	0.274	0.968	24.819	19.593	13.379	16.101	0.887	0.882	17	7	7/17_S64RZ
S64RZ	UXU6	17/07/2017 04:09	16							0.53	0.555	35.939		0.538	40.396			0.515	0.423	0.204		0.422	0.516	0.273				13.4	16.134	0.886	0.881	17	7	7/17_S64RZ
S64VX	UXU6	17/07/2017 00:55	13							0.52	0.549	35.202	0.461	0.532	39.656	0.883	1.082	0.478	0.407	0.212	1.058	0.41	0.526	0.275	0.97	24.634	19.807	13.44	16.263	0.897	0.882	17	7	7/17_S64VX
S64VY	UXU6	17/07/2017 16:24	4							0.519	0.551	36.069		0.532	40.612			0.499	0.428	0.206		0.383	0.519	0.271				13.496	16.446	0.911	0.884	17	7	7/17_S64VY
S64VY	UXU6	17/07/2017 17:46	13							0.529	0.558	36	0.453	0.528	40.34	0.88	1.088	0.492	0.428	0.209	1.064	0.413	0.525	0.283	0.98	24.939	19.629	13.407	16.256	0.909	0.88	17	7	7/17_S64VY
S6518	UXU6	17/07/2017 16:57	8							0.517	0.554	35.739		0.548	40.229			0.492	0.425	0.216		0.398	0.522	0.285				13.377	16.105	0.897	0.885	17	7	7/17_S6518
S6518	UXU6	17/07/2017 17:22	9							0.515		35.215			39.765			0.491		0.216	1.099	0.391		0.287	1.004			13.326				17	7	7/17_S6518
S6518	UXU6	17/07/2017 18:46	13							0.511	0.553	35.612	0.471	0.55	40.142	0.892	1.072	0.49	0.427	0.217	1.101	0.393	0.521	0.287	1.006	25.805	20.052	13.365	16.111	0.895	0.883	17	7	7/17_S6518
S6518	UXU6	17/07/2017 19:11	15							0.518		35.62			40.106			0.489		0.214	1.078	0.37		0.286	1			13.385				17	7	7/17_S6518
S6518	UXU6	17/07/2017 19:35	20							0.517		35.618			40.283			0.494		0.215	1.078	0.395		0.283	0.992			13.359				17	7	7/17_S6518
S6519	UXU6	17/07/2017 21:50	1							0.519		35.696			39.986			0.493		0.211	1.054	0.393		0.281	0.969			13.39				17	7	7/17_S6519
S6519	UXU6	17/07/2017 22:14	3							0.523		36.418			40.757			0.495		0.211	1.06	0.408		0.283	0.971			13.462				17	7	7/17_S6519
S6519	UXU6	17/07/2017 22:39	5							0.529		36.355			40.887			0.491		0.213	1.062	0.408		0.282	0.972			13.432				17	7	7/17_S6519
S651B	UXU6	17/07/2017 03:52	8															0.478		0.211	1.092	0.393		0.285	0.998							17	7	7/17_S651B
S651B	UXU6	17/07/2017 05:14	13							0.512	0.555	35.637	0.468	0.549	40.123	0.877	1.094	0.473	0.415	0.213	1.049	0.383	0.53	0.28	0.967	24.218	19.14	13.352	16.199	0.886	0.886	17	7	7/17_S651B
S651B	UXU6	17/07/2017 05:40	19							0.52	0.561	36.103		0.542	40.631			0.483	0.419	0.212		0.369	0.525	0.277				13.386	16.206	0.894	0.891	17	7	7/17_S651B
S657U	UXU6	17/07/2017 12:40	1							0.528	0.565	36.206		0.537	40.673			0.491	0.424	0.211		0.4	0.524	0.291				13.367	16.107	0.891	0.886	17	7	7/17_S657U
S657U	UXU6	17/07/2017 14:04	13							0.523	0.56	36.029	0.458	0.54	40.598	0.887	1.083	0.489	0.42	0.216	1.064	0.387	0.527	0.284	0.969	24.65	18.89	13.349	16.244	0.888	0.879	17	7	7/17_S657U
S657X	UXU6	17/07/2017 14:29	5							0.529	0.558	35.961		0.533	40.177			0.507	0.427	0.209		0.408	0.522	0.279				13.37	16.228	0.902	0.894	17	7	7/17_S657X
S657X	UXU6	17/07/2017 15:51	13							0.511	0.548	35.377	0.465	0.541	39.882	0.907	1.072	0.498	0.426	0.207	1.06	0.393	0.528	0.281	0.983	25.081	19.673	13.45	16.246	0.903	0.904	17	7	7/17_S657X
S65HU	UXU6	17/07/2017 10:33	2							0.504	0.55	35.804		0.546	40.334			0.479	0.411	0.213		0.391	0.525	0.278				13.431	16.123	0.909	0.891	17	7	7/17_S65HU
S65HU	UXU6	17/07/2017 11:56	13							0.512	0.555	36.139	0.473	0.551	40.504	0.871	1.085	0.47	0.415	0.216	1.069	0.396	0.531	0.286	0.979	24.696	19.058	13.342	16.095	0.901	0.888	17	7	7/17_S65HU
S65HV	UXU6	17/07/2017 17:41	8							0.525	0.557	35.823		0.535	40.393			0.492	0.417	0.212		0.393	0.513	0.28				13.418	16.212	0.894	0.879	17	7	7/17_S65HV
S65HV	UXU6	17/07/2017 19:04	13							0.516	0.554	35.769	0.456	0.534	40.292	0.895	1.058	0.492	0.414	0.212	1.078	0.398	0.515	0.279	0.982	25.443	20.081	13.467	16.253	0.89	0.877	17	7	7/17_S65HV
S65YU	UXU5	17/07/2017 21:52	2							0.525	0.562	36.673		0.521	41.015			0.497	0.405	0.208		0.391	0.495	0.276				13.389	16.135	0.919	0.874	17	7	7/17_S65YU
S65YU	UXU5	17/07/2017 23:16	13							0.525	0.556	35.913	0.447	0.52	40.167	0.901	1.065	0.487	0.411	0.212	1.068	0.397	0.504	0.282	0.983	24.721	19.345	13.317	16.004	0.92	0.873	17	7	7/17_S65YU
S65YU	UXU5	17/07/2017 23:21	14							0.51	0.553	36.001	0.454	0.523	40.252	0.891	1.053	0.482	0.414	0.218	1.071	0.386	0.504	0.279	0.973	24.271	19.132	13.338	16.156	0.92	0.872	17	7	7/17_S65YU
S6666	UXU5	17/07/2017 04:49	3							0.521	0.556	36.473		0.534	40.834			0.484	0.411	0.217		0.39	0.513	0.279				13.378	16.218	0.904	0.882	17	7	7/17_S6666
S6666	UXU5	17/07/2017 06:15	13							0.512	0.549	35.619	0.445	0.518	39.667	0.886	1.067	0.49	0.411	0.214	1.066	0.39	0.494	0.278	0.973	24.89	19.548	13.372	16.165	0.909	0.87	17	7	7/17_S6666
S6668	UXU6	17/07/2017 18:35	6							0.506	0.547	35.553	0.461	0.533	39.876					0.209	1.052			0.279	0.967	24.454	19.154	13.4	16.179			17	7	7/17_S6668
S6668	UXU6	17/07/2017 18:42	11							0.504	0.548	35.587	0.454	0.527	40.105					0.218	1.081			0.288	0.975	25.027	18.812	13.379	16.271			17	7	7/17_S6668
S6668	UXU6	17/07/2017 18:49	12							0.52	0.562	36.196	0.455	0.534	40.758					0.212	1.044			0.287	0.955	23.967	17.885	13.375	16.23			17	7	7/17_S6668
S6668	UXU6	17/07/2017 16:53	13							0.517	0.557	35.895	0.454	0.531	40.109	0.861	1.075	0.47	0.416	0.215	1.052	0.381	0.53	0.285	0.964	23.947	18.498	13.342	16.248	0.896	0.869	17	7	7/17_S6668
S6668	UXU6	17/07/2017 18:56	17							0.515	0.554	35.656	0.458	0.528	40.001					0.213	1.059			0.284	0.962	24.716	18.61	13.417	16.231			17	7	7/17_S6668
S6668	UXU6	17/07/2017 17:19	24							0.523	0.558	36.062		0.534	40.222			0.484	0.425	0.211		0.392	0.522	0.277				13.454	16.276	0.896	0.877	17	7	7/17_S6668
S66H8	UXU5	17/07/2017 06:13	8							0.52	0.557	35.589		0.517	39.842			0.48	0.423	0.211		0.376	0.498	0.289				13.305	16.125	0.91	0.879	17	7	7/17_S66H8
S66H8	UXU5	17/07/2017 07:37	13							0.514	0.551	35.558	0.453	0.528	39.836	0.892	1.048	0.478	0.413	0.208	1.055	0.384	0.499	0.281	0.974	24.821	19.265	13.319	16.228	0.905	0.877	17	7	7/17_S66H8
S66RP	UXU5	17/07/2017 03:48	3							0.53	0.556	36.051		0.528	40.54			0.485	0.419	0.214		0.397	0.498	0.28				13.416	16.278	0.896	0.873	17	7	7/17_S66RP
S66RP	UXU5	17/07/2017 05:12	13							0.513	0.549	35.796	0.463	0.536	40.209	0.875	1.07	0.48	0.412	0.215	1.065	0.377	0.512	0.284	0.987	24.929	19.797	13.407	16.246	0.891	0.881	17	7	7/17_S66RP
S66ZV	UXU5	17/07/2017 09:37	11							0.512	0.547	36.068		0.521	40.172			0.489	0.42	0.209		0.383	0.499	0.285				13.424	16.287	0.931	0.9	17	7	7/17_S66ZV
S66ZV	UXU5	17/07/2017 11:04	13							0.515	0.551	35.821	0.452	0.525	40.183	0.876	1.081	0.487	0.421	0.216	1.069	0.392	0.514	0.289	0.981	24.656	19.13	13.433	16.268	0.929	0.896	17	7	7/17_S66ZV
S6519	UXU6	18/07/2017 00:02	13							0.507	0.56	35.822	0.463	0.537	40.313	0.884	1.074	0.482	0.428	0.214	1.062	0.376	0.522	0.284	0.968	24.613	18.927	13.412	16.16	0.904	0.876	18	7	7/18_S6519
S6519	UXU6	18/07/2017 00:27	14							0.509	0.552	35.574		0.549	40.165			0.48	0.417	0.215		0.399	0.523	0.283				13.322	16.073	0.894	0.879	18	7	7/18_S6519
S657W	UXU6	18/07/2017 18:18	1							0.528	0.555	36.041		0.528	40.767			0.478	0.42	0.212		0.388	0.506	0.28				13.48	16.285	0.896	0.871	18	7	7/18_S657W
S657W	UXU6	18/07/2017 19:41	13							0.542	0.578	36.676	0.452	0.532	41.014	0.905	1.076	0.502	0.434	0.204	1.059	0.415	0.521	0.284	0.976	25.442	19.129	13.495	16.289	0.903	0.872	18	7	7/18_S657W
S66AD	UXU5	18/07/2017 12:15	13							0.52	0.559	35.792	0.436	0.511	40.101	0.867	1.064	0.484	0.409	0.22	1.06	0.355	0.497	0.285	0.968	24.056	18.859	13.387	16.398	0.913	0.867	18	7	7/18_S66AD
S66AD	UXU5	18/07/2017 12:19	14																	0.212	1.068			0.281	0.972		0					18	7	7/18_S66AD
S66AD	UXU5	18/07/2017 12:46	15							0.535	0.556	36.04		0.518	40.351			0.472	0.419	0.222	1.078	0.37	0.503	0.288	0.981		0	13.431	16.256	0.922	0.867	18	7	7/18_S66AD
S66AD	UXU5	18/07/2017 12:49	17																	0.214	1.056			0.287	0.98		0					18	7	7/18_S66AD
S66BV	UXU5	18/07/2017 14:23	13							0.508	0.545	35.794	0.459	0.534	40.188	0.899	1.079	0.465	0.415	0.218	1.041	0.357	0.504	0.281	0.955	23.218	18.572	13.354	16.312	0.92	0.893	18	7	7/18_S66BV
S66BV	UXU5	18/07/2017 14:48	14							0.517	0.55	35.127		0.522	39.318			0.48	0.418	0.217		0.382	0.503	0.293				13.3	16.071	0.922	0.889	18	7	7/18_S66BV
S66ZW	UXU5	18/07/2017 09:54	2							0.515	0.551	35.897		0.519	40.235			0.472	0.417	0.213		0.368	0.511	0.273				13.365	16.226	0.913	0.881	18	7	7/18_S66ZW
S66ZW	UXU5	18/07/2017 11:17	13							0.523	0.563	36.547	0.457	0.526	40.63	0.871	1.077	0.48	0.422	0.213	1.071	0.39	0.518	0.277	0.981	24.861	20.031	13.399	16.216	0.913	0.876	18	7	7/18_S66ZW
S64X3	UXU6	19/07/2017 09:07	2							0.519		35.56			40.213			0.484		0.218	1.085	0.394		0.281	0.979			13.324				19	7	7/19_S64X3
S64X3	UXU6	19/07/2017 09:33	5							0.515	0.556	35.569		0.537	40.017			0.488	0.424	0.216		0.384	0.516	0.279				13.389	16.103	0.89	0.864	19	7	7/19_S64X3
S64X3	UXU6	19/07/2017 10:56	13							0.515	0.561	36.161	0.464	0.542	40.591	0.901	1.067	0.486	0.422	0.219	1.075	0.393	0.527	0.283	0.975	24.59	18.982	13.34	16.196	0.898	0.871	19	7	7/19_S64X3
S64X3	UXU6	19/07/2017 11:21	20							0.516		35.713			40.103			0.485		0.218	1.085	0.395		0.284	0.98			13.415				19	7	7/19_S64X3
S64X3	UXU6	19/07/2017 11:44	21							0.514		35.61			40.009			0.495		0.214	1.079	0.375		0.285	0.981			13.348				19	7	7/19_S64X3
S6549	UXU6	19/07/2017 22:39	2							0.537	0.579	36.603		0.532	41.145			0.501	0.434	0.209		0.387	0.526	0.282				13.386	16.115	0.912	0.887	19	7	7/19_S6549
S6549	UXU6	19/07/2017 23:04	6							0.518		36.24			40.783			0.496		0.208	1.048	0.391		0.279	0.968			13.396				19	7	7/19_S6549
S6549	UXU6	19/07/2017 23:28	12							0.523		36.121			40.76			0.497		0.207	1.037	0.397		0.273	0.952			13.381				19	7	7/19_S6549
S673Y	UXU5	19/07/2017 06:17	3							0.499	0.542	35.712		0.533	40.164			0.508	0.426	0.212		0.387	0.51	0.272				13.487	16.428	0.883	0.879	19	7	7/19_S673Y
S673Y	UXU5	19/07/2017 07:41	13							0.497	0.54	35.759	0.47	0.546	40.054	0.884	1.087	0.486	0.418	0.212	1.084	0.387	0.523	0.278	0.983	25.534	20.093	13.424	16.32	0.878	0.879	19	7	7/19_S673Y
S617R	UXU3	20/07/2017 10:30	3							0.517		36.139			40.628			0.507		0.204	1.043	0.419		0.284	0.964			13.364	16.182			20	7	7/20_S617R
S617R	UXU3	20/07/2017 10:35	4							0.527		36.131			40.475			0.518		0.2	1.055	0.428		0.283	0.971			13.342	16.102			20	7	7/20_S617R
S617R	UXU3	20/07/2017 10:41	9							0.533		36.689			41.304			0.501		0.203	1.058	0.439		0.285	0.977			13.338	16.139			20	7	7/20_S617R
S617R	UXU3	20/07/2017 10:46	10							0.524		35.908			40.565			0.498		0.205	1.066	0.435		0.288	0.987			13.295	16.146			20	7	7/20_S617R
S617R	UXU3	20/07/2017 10:51	11							0.533		36.375			40.801			0.497		0.205	1.07	0.438		0.288	0.985			13.303	16.187			20	7	7/20_S617R
S617R	UXU3	20/07/2017 10:57	12							0.528		36.122			40.517			0.491		0.21	1.076	0.407		0.284	0.979			13.281	16.116			20	7	7/20_S617R
S617R	UXU3	20/07/2017 12:20	13							0.523	0.548	36.364	0.481	0.55	40.82	0.885	1.049	0.487	0.414	0.206	1.05	0.413	0.527	0.275	0.96	24.373	18.96	13.329	16.203	0.915	0.891	20	7	7/20_S617R
S617R	UXU3	20/07/2017 12:45	15							0.522	0.546	35.926		0.551	40.683			0.489	0.419	0.208		0.416	0.524	0.279				13.314	16.104	0.914	0.884	20	7	7/20_S617R
S617R	UXU3	20/07/2017 12:51	18							0.538		36.493			40.749			0.502		0.202	1.046	0.42		0.277	0.956			13.371	16.167			20	7	7/20_S617R
S617R	UXU3	20/07/2017 12:56	19							0.533		36.292			40.696			0.498		0.206	1.075	0.423		0.293	0.994			13.336	16.11			20	7	7/20_S617R
S617R	UXU3	20/07/2017 13:01	20							0.523		36.081			40.433			0.497		0.205	1.057	0.415		0.284	0.97			13.262	16.125			20	7	7/20_S617R
